,,"warning","return 0;","/ssl/d1_both.c","1172","1","1172","20"
,,"warning","return 0;","/ssl/d1_both.c","1220","3","1220","11"
,,"warning","return 1;","/ssl/d1_both.c","1230","2","1230","10"
